timestamp,open,high,low,close,volume
2019-05-29 16:00:00,124.8500,125.1500,124.8450,125.1500,786432
2019-05-29 15:55:00,124.8800,124.8900,124.6575,124.8500,400899
2019-05-29 15:50:00,125.1500,125.1650,124.8700,124.8800,360347
2019-05-29 15:45:00,125.0200,125.2211,125.0200,125.1600,305845
2019-05-29 15:40:00,125.0100,125.1000,124.9550,125.0050,325031
2019-05-29 15:35:00,124.7600,125.0200,124.6200,125.0150,343478
2019-05-29 15:30:00,124.7300,124.8100,124.6800,124.7700,211487
2019-05-29 15:25:00,124.6000,124.8400,124.5600,124.7200,195289
2019-05-29 15:20:00,124.7650,124.8085,124.5900,124.6000,141255
2019-05-29 15:15:00,124.6400,124.8000,124.5200,124.7645,277415
2019-05-29 15:10:00,124.5650,124.7400,124.4800,124.6450,303286
2019-05-29 15:05:00,124.7600,124.7650,124.4350,124.5700,206375
2019-05-29 15:00:00,124.5700,124.8100,124.5400,124.7700,0
2019-05-29 14:55:00,124.6200,124.6200,124.4800,124.5750,308968
2019-05-29 14:50:00,124.5500,124.6800,124.5500,124.6350,201757
2019-05-29 14:45:00,124.7200,124.7300,124.5048,124.5500,141974
2019-05-29 14:40:00,124.8800,124.9400,124.6800,124.7400,275110
2019-05-29 14:35:00,125.1400,125.1400,124.8600,124.8800,430798
2019-05-29 14:30:00,125.0750,125.1900,125.0500,125.1500,164161
2019-05-29 14:25:00,125.1300,125.1886,125.0700,125.0900,119274
2019-05-29 14:20:00,125.0900,125.1601,125.0300,125.1200,94156
2019-05-29 14:15:00,125.1000,125.1500,125.0100,125.0900,210722
2019-05-29 14:10:00,125.3000,125.3150,125.0950,125.0950,150800
2019-05-29 14:05:00,125.2000,125.2800,125.2000,125.2700,141486
2019-05-29 14:00:00,125.1550,125.2750,125.1500,125.1800,129603
2019-05-29 13:55:00,125.3000,125.3800,125.0900,125.1400,171271
2019-05-29 13:50:00,125.0900,125.3100,125.0900,125.3000,164367
2019-05-29 13:45:00,125.1000,125.1500,125.0400,125.0900,151015
2019-05-29 13:40:00,125.0000,125.1300,124.9200,125.1000,114083
2019-05-29 13:35:00,124.9450,125.0300,124.8600,125.0000,107460
2019-05-29 13:30:00,124.9400,125.0100,124.8000,124.9500,103274
2019-05-29 13:25:00,124.8400,125.0000,124.7800,124.9400,165859
2019-05-29 13:20:00,124.9700,124.9850,124.8200,124.8500,164619
2019-05-29 13:15:00,125.0200,125.1200,124.9200,124.9650,276116
2019-05-29 13:10:00,124.5600,125.0143,124.5100,125.0143,305304
2019-05-29 13:05:00,124.5600,124.5800,124.4200,124.5650,129501
2019-05-29 13:00:00,124.5900,124.5900,124.4900,124.5600,137389
2019-05-29 12:55:00,124.6200,124.6400,124.5200,124.5950,145652
2019-05-29 12:50:00,124.5400,124.6600,124.4800,124.6150,155483
2019-05-29 12:45:00,124.4700,124.5556,124.4100,124.5400,173991
2019-05-29 12:40:00,124.5200,124.5700,124.3500,124.4700,163221
2019-05-29 12:35:00,124.4700,124.5700,124.4000,124.5350,238629
2019-05-29 12:30:00,124.3700,124.5700,124.3600,124.4800,303363
2019-05-29 12:25:00,124.5499,124.5500,124.3200,124.3700,152672
2019-05-29 12:20:00,124.5000,124.5730,124.3523,124.5500,137942
2019-05-29 12:15:00,124.5300,124.5650,124.4100,124.5033,146284
2019-05-29 12:10:00,124.5000,124.5900,124.4500,124.5450,283748
2019-05-29 12:05:00,124.2000,124.4050,124.1500,124.4050,174930
2019-05-29 12:00:00,124.1400,124.3300,124.0400,124.3100,269200
2019-05-29 11:55:00,124.5700,124.6100,124.1102,124.1400,400563
2019-05-29 11:50:00,124.5700,124.7000,124.5400,124.5800,237421
2019-05-29 11:45:00,124.6400,124.7200,124.4673,124.5799,250432
2019-05-29 11:40:00,124.9600,125.0000,124.6300,124.6500,230684
2019-05-29 11:35:00,124.7800,124.9500,124.7000,124.9500,213251
2019-05-29 11:30:00,124.8400,124.9500,124.7550,124.8000,182081
2019-05-29 11:25:00,125.0600,125.0900,124.7600,124.8400,184154
2019-05-29 11:20:00,124.8800,125.1112,124.8500,125.0600,145285
2019-05-29 11:15:00,125.2000,125.2100,124.8200,124.8895,229061
2019-05-29 11:10:00,124.9800,125.3300,124.9000,125.2100,244049
2019-05-29 11:05:00,124.9000,125.0700,124.8500,124.9700,273603
2019-05-29 11:00:00,125.0100,125.0700,124.8800,124.9100,176482
2019-05-29 10:55:00,125.1200,125.1600,124.9200,125.0300,217266
2019-05-29 10:50:00,125.0700,125.1800,125.0156,125.1300,149317
2019-05-29 10:45:00,125.0200,125.1900,124.9900,125.0750,207885
2019-05-29 10:40:00,125.2500,125.2500,125.0000,125.0250,180252
2019-05-29 10:35:00,125.3300,125.3900,125.1731,125.2600,172581
2019-05-29 10:30:00,125.1000,125.3700,125.0600,125.3468,213856
2019-05-29 10:25:00,125.2900,125.3754,125.1100,125.1100,221880
2019-05-29 10:20:00,125.1600,125.3900,125.1100,125.2800,297578
2019-05-29 10:15:00,124.5690,125.1800,124.5400,125.1700,397129
2019-05-29 10:10:00,124.7000,124.8400,124.4200,124.5700,423404
2019-05-29 10:05:00,124.6700,124.7500,124.5100,124.7000,265712
2019-05-29 10:00:00,124.6000,124.7500,124.5600,124.6700,269727
2019-05-29 09:55:00,124.7300,124.7640,124.5800,124.6100,306686
2019-05-29 09:50:00,124.8400,125.0114,124.7000,124.7235,296170
2019-05-29 09:45:00,124.8184,124.9500,124.6200,124.8400,461207
2019-05-29 09:40:00,125.2700,125.3308,124.8100,124.8150,438338
2019-05-29 09:35:00,125.3800,125.3800,124.8700,125.2736,1009674
2019-05-28 16:00:00,126.6500,126.6900,126.0500,126.0500,2089462
2019-05-28 15:55:00,126.4100,126.7000,126.4100,126.6500,450088
2019-05-28 15:50:00,126.4000,126.5400,126.3500,126.4200,320694
2019-05-28 15:45:00,126.6300,126.6300,126.3200,126.4100,393101
2019-05-28 15:40:00,126.6100,126.8000,126.5400,126.6250,310209
2019-05-28 15:35:00,126.5800,126.7300,126.5325,126.6200,265608
2019-05-28 15:30:00,126.7700,126.8300,126.5500,126.5800,141690
2019-05-28 15:25:00,126.7400,126.8200,126.6600,126.7700,137688
2019-05-28 15:20:00,126.7000,126.7990,126.6900,126.7400,104758
2019-05-28 15:15:00,126.6635,126.7200,126.5410,126.7000,149065
2019-05-28 15:10:00,126.6300,126.8100,126.6300,126.6700,144660
2019-05-28 15:05:00,126.8000,126.8000,126.6200,126.6300,185588
2019-05-28 15:00:00,126.6500,126.8300,126.6400,126.8000,119192
2019-05-28 14:55:00,126.7300,126.7701,126.6000,126.6500,223588
2019-05-28 14:50:00,126.8200,126.9200,126.7400,126.7400,165660
2019-05-28 14:45:00,127.0200,127.0390,126.7700,126.8300,154887
2019-05-28 14:40:00,127.0710,127.1050,127.0000,127.0300,74157
2019-05-28 14:35:00,126.8800,127.0854,126.8300,127.0800,172339
2019-05-28 14:30:00,127.0690,127.0690,126.8800,126.8900,192585
2019-05-28 14:25:00,127.1198,127.1200,127.0284,127.0600,88432
2019-05-28 14:20:00,127.0950,127.1700,127.0700,127.1200,121032
2019-05-28 14:15:00,127.1500,127.1968,127.0500,127.0900,154837
