timestamp,open,high,low,close,volume
2019-07-02 09:50:00,15.3300,15.3400,15.2900,15.3100,148129
2019-07-02 09:45:00,15.4100,15.4100,15.3200,15.3200,327908
2019-07-02 09:40:00,15.4500,15.4600,15.3966,15.4115,218367
2019-07-02 09:35:00,15.4400,15.4700,15.4100,15.4500,295148
2019-07-01 16:00:00,15.4900,15.4950,15.4700,15.4750,659408
2019-07-01 15:55:00,15.5050,15.5100,15.4900,15.4900,387105
2019-07-01 15:50:00,15.5300,15.5300,15.5050,15.5050,192112
2019-07-01 15:45:00,15.5200,15.5300,15.5100,15.5300,247912
2019-07-01 15:40:00,15.5400,15.5400,15.5100,15.5150,299212
2019-07-01 15:35:00,15.5100,15.5400,15.5000,15.5350,273400
2019-07-01 15:30:00,15.5000,15.5100,15.5000,15.5100,65441
2019-07-01 15:25:00,15.5050,15.5173,15.4900,15.5050,135986
2019-07-01 15:20:00,15.5100,15.5100,15.5000,15.5100,68957
2019-07-01 15:15:00,15.5350,15.5400,15.5050,15.5061,184314
2019-07-01 15:10:00,15.4900,15.5400,15.4800,15.5400,172052
2019-07-01 15:05:00,15.5200,15.5300,15.4700,15.4900,275940
2019-07-01 15:00:00,15.5600,15.5700,15.5200,15.5200,168715
2019-07-01 14:55:00,15.5700,15.5700,15.5600,15.5600,72042
2019-07-01 14:50:00,15.5400,15.5800,15.5400,15.5700,154690
2019-07-01 14:45:00,15.5550,15.5550,15.5400,15.5400,84177
2019-07-01 14:40:00,15.5800,15.5800,15.5500,15.5550,97203
2019-07-01 14:35:00,15.5400,15.5800,15.5400,15.5750,123707
2019-07-01 14:30:00,15.5499,15.5600,15.5400,15.5439,332473
2019-07-01 14:25:00,15.5600,15.5700,15.5450,15.5500,281072
2019-07-01 14:20:00,15.5500,15.5600,15.5450,15.5550,176550
2019-07-01 14:15:00,15.5200,15.5600,15.5000,15.5500,272652
2019-07-01 14:10:00,15.5500,15.5600,15.5200,15.5250,82535
2019-07-01 14:05:00,15.5600,15.5700,15.5500,15.5500,129935
2019-07-01 14:00:00,15.5600,15.5700,15.5600,15.5650,37260
2019-07-01 13:55:00,15.5600,15.5700,15.5600,15.5600,46519
2019-07-01 13:50:00,15.5750,15.5800,15.5500,15.5600,127965
2019-07-01 13:45:00,15.6200,15.6200,15.5750,15.5750,82089
2019-07-01 13:40:00,15.6150,15.6300,15.6100,15.6150,99162
2019-07-01 13:35:00,15.6200,15.6200,15.6050,15.6150,43431
2019-07-01 13:30:00,15.6000,15.6250,15.5950,15.6200,43738
2019-07-01 13:25:00,15.6000,15.6200,15.5950,15.5950,136913
2019-07-01 13:20:00,15.5500,15.6000,15.5400,15.6000,121673
2019-07-01 13:15:00,15.5700,15.5700,15.5300,15.5500,339470
2019-07-01 13:10:00,15.5600,15.5800,15.5550,15.5700,168355
2019-07-01 13:05:00,15.5700,15.5700,15.5400,15.5650,128379
2019-07-01 13:00:00,15.6000,15.6000,15.5644,15.5700,187008
2019-07-01 12:55:00,15.6300,15.6400,15.5900,15.6000,144761
2019-07-01 12:50:00,15.6400,15.6600,15.6300,15.6300,122415
2019-07-01 12:45:00,15.6350,15.6400,15.6300,15.6400,33619
2019-07-01 12:40:00,15.6500,15.6500,15.6250,15.6350,139989
2019-07-01 12:35:00,15.6650,15.6700,15.6450,15.6500,87776
2019-07-01 12:30:00,15.6700,15.6800,15.6600,15.6700,104716
2019-07-01 12:25:00,15.6750,15.6800,15.6600,15.6750,75353
2019-07-01 12:20:00,15.6900,15.7000,15.6700,15.6800,144633
2019-07-01 12:15:00,15.7000,15.7050,15.6900,15.6950,99311
2019-07-01 12:10:00,15.7000,15.7100,15.7000,15.7000,29710
2019-07-01 12:05:00,15.7250,15.7250,15.7000,15.7050,125698
2019-07-01 12:00:00,15.7052,15.7300,15.7050,15.7250,63529
2019-07-01 11:55:00,15.6950,15.7200,15.6900,15.7050,121744
2019-07-01 11:50:00,15.7050,15.7200,15.6900,15.7000,165958
2019-07-01 11:45:00,15.7184,15.7300,15.7000,15.7000,75028
2019-07-01 11:40:00,15.7200,15.7400,15.7100,15.7200,92144
2019-07-01 11:35:00,15.6750,15.7200,15.6750,15.7200,230299
2019-07-01 11:30:00,15.7000,15.7173,15.6700,15.6700,310775
2019-07-01 11:25:00,15.7500,15.7500,15.6800,15.7000,452419
2019-07-01 11:20:00,15.7600,15.7750,15.7450,15.7450,181919
2019-07-01 11:15:00,15.7700,15.7800,15.7550,15.7600,120514
2019-07-01 11:10:00,15.8000,15.8000,15.7700,15.7750,195306
2019-07-01 11:05:00,15.7800,15.8100,15.7700,15.8000,195550
2019-07-01 11:00:00,15.7950,15.8000,15.7500,15.7800,326687
2019-07-01 10:55:00,15.8300,15.8300,15.7900,15.7950,106779
2019-07-01 10:50:00,15.8300,15.8450,15.8100,15.8250,397859
2019-07-01 10:45:00,15.8550,15.8600,15.8300,15.8300,115804
2019-07-01 10:40:00,15.9100,15.9150,15.8400,15.8500,275248
2019-07-01 10:35:00,15.8800,15.9300,15.8700,15.9150,710683
2019-07-01 10:30:00,15.8800,15.8850,15.8450,15.8800,401189
2019-07-01 10:25:00,15.9100,15.9100,15.8750,15.8800,145844
2019-07-01 10:20:00,15.9000,15.9100,15.8800,15.9100,165046
2019-07-01 10:15:00,15.8950,15.9100,15.8800,15.9000,231786
2019-07-01 10:10:00,15.8700,15.9150,15.8700,15.8950,297000
2019-07-01 10:05:00,15.9000,15.9000,15.8600,15.8600,224318
2019-07-01 10:00:00,15.9200,15.9300,15.8600,15.8900,204243
2019-07-01 09:55:00,15.9100,15.9300,15.8750,15.9150,372292
2019-07-01 09:50:00,15.9300,15.9450,15.8800,15.9050,254059
2019-07-01 09:45:00,15.9650,15.9800,15.9000,15.9250,1303589
2019-07-01 09:40:00,15.9400,16.0000,15.9400,15.9650,716663
2019-07-01 09:35:00,15.9700,15.9800,15.9200,15.9450,724791
2019-06-28 16:00:00,15.5200,15.5750,15.5200,15.5600,847025
2019-06-28 15:55:00,15.5450,15.5600,15.5150,15.5250,414344
2019-06-28 15:50:00,15.5500,15.5600,15.5400,15.5450,193032
2019-06-28 15:45:00,15.5300,15.5500,15.5250,15.5500,121001
2019-06-28 15:40:00,15.5250,15.5300,15.5100,15.5300,150105
2019-06-28 15:35:00,15.5150,15.5300,15.4950,15.5250,176370
2019-06-28 15:30:00,15.5350,15.5400,15.5150,15.5200,111519
2019-06-28 15:25:00,15.5300,15.5550,15.5206,15.5300,69251
2019-06-28 15:20:00,15.5400,15.5400,15.5200,15.5350,66074
2019-06-28 15:15:00,15.5100,15.5500,15.5000,15.5350,258858
2019-06-28 15:10:00,15.4850,15.5150,15.4850,15.5100,81043
2019-06-28 15:05:00,15.4950,15.5000,15.4800,15.4850,127546
2019-06-28 15:00:00,15.5000,15.5100,15.4900,15.4950,127835
2019-06-28 14:55:00,15.4800,15.5000,15.4700,15.4961,89480
2019-06-28 14:50:00,15.4750,15.4850,15.4700,15.4750,110481
2019-06-28 14:45:00,15.4650,15.4850,15.4434,15.4750,107842
2019-06-28 14:40:00,15.4550,15.4700,15.4350,15.4650,152999
2019-06-28 14:35:00,15.4800,15.4950,15.4500,15.4550,271776
