timestamp,open,high,low,close,volume
2019-05-16 10:20:00,128.8300,129.1200,128.7600,129.1000,648795
2019-05-16 10:15:00,128.5650,128.8900,128.5500,128.8300,788096
2019-05-16 10:10:00,128.3339,128.6700,128.2300,128.5600,576577
2019-05-16 10:05:00,128.0200,128.3400,127.9900,128.3400,652607
2019-05-16 10:00:00,127.9800,128.0800,127.9000,128.0231,408408
2019-05-16 09:55:00,127.8200,128.0700,127.8100,127.9700,811744
2019-05-16 09:50:00,127.6250,127.8200,127.6100,127.8150,416069
2019-05-16 09:45:00,127.4050,127.7250,127.3595,127.6200,416450
2019-05-16 09:40:00,126.9150,127.4200,126.8700,127.4100,418693
2019-05-16 09:35:00,126.7500,126.9900,126.4600,126.9150,1015899
2019-05-15 16:00:00,126.0200,126.0800,125.8400,126.0050,898228
2019-05-15 15:55:00,125.9400,126.0500,125.9100,126.0000,389096
2019-05-15 15:50:00,125.9100,125.9700,125.8202,125.9400,381223
2019-05-15 15:45:00,126.0200,126.0200,125.8900,125.9100,270273
2019-05-15 15:40:00,126.1600,126.1650,125.9600,126.0200,234553
2019-05-15 15:35:00,126.2800,126.3400,126.1250,126.1550,307816
2019-05-15 15:30:00,126.3000,126.3600,126.2550,126.2810,201937
2019-05-15 15:25:00,126.2100,126.3200,126.2000,126.3050,158326
2019-05-15 15:20:00,126.2450,126.2900,126.1900,126.2045,187740
2019-05-15 15:15:00,126.3350,126.3850,126.2400,126.2500,176568
2019-05-15 15:10:00,126.3000,126.3800,126.2800,126.3349,146494
2019-05-15 15:05:00,126.2917,126.4500,126.2100,126.3050,196698
2019-05-15 15:00:00,126.3600,126.3600,126.2700,126.3000,157117
2019-05-15 14:55:00,126.5400,126.5700,126.3250,126.3600,219016
2019-05-15 14:50:00,126.6090,126.6800,126.5350,126.5400,196482
2019-05-15 14:45:00,126.5300,126.6700,126.5300,126.6000,279327
2019-05-15 14:40:00,126.5737,126.5800,126.4650,126.5400,149206
2019-05-15 14:35:00,126.4500,126.6000,126.4300,126.5755,200663
2019-05-15 14:30:00,126.6450,126.6700,126.4250,126.4600,250310
2019-05-15 14:25:00,126.6200,126.7100,126.6135,126.6500,180246
2019-05-15 14:20:00,126.5900,126.6500,126.5300,126.6140,177026
2019-05-15 14:15:00,126.5000,126.6300,126.4900,126.5900,267720
2019-05-15 14:10:00,126.4200,126.5099,126.4100,126.4900,318661
2019-05-15 14:05:00,126.2600,126.4268,126.2400,126.4250,230862
2019-05-15 14:00:00,126.2150,126.3400,126.2150,126.2650,250673
2019-05-15 13:55:00,126.2000,126.2500,126.1300,126.2200,126751
